time,open,high,low,close,volume
2026-06-22 09:30:00,110,111,109,110,1000
2026-06-22 10:00:00,109,110,108,109,1000
2026-06-22 10:30:00,108,109,107,108,1000
2026-06-22 11:00:00,107,108,106,107,1000
2026-06-22 11:30:00,106,107,105,106,1000
2026-06-22 12:00:00,105,106,104,105,1000
2026-06-22 12:30:00,104,105,103,104,1000
2026-06-22 13:00:00,103,104,102,103,1000
2026-06-22 13:30:00,102,103,101,102,1000
2026-06-22 14:00:00,101,102,100,101,1000
2026-06-22 14:30:00,100,101,99,100,1000
2026-06-22 15:00:00,99,100,98,99,1000
2026-06-22 15:30:00,98,99,97,98,1000
2026-06-22 16:00:00,97,98,96,97,1000
2026-06-22 16:30:00,96,97,95,96,1000
2026-06-22 17:00:00,94.5,95.5,94,94.5,1000
2026-06-23 09:30:00,92,92,90,92,1000
2026-06-23 10:00:00,94.5,109,106,108.5,1000
